Key,Name,States,Longitude,Latitude,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/21/20,7/22/20,7/23/20,7/24/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20,8/9/20,8/10/20,8/11/20,8/12/20,8/13/20,8/14/20,8/15/20,8/16/20,8/17/20,8/18/20,8/19/20,8/20/20,8/21/20,8/22/20,8/23/20,8/24/20,8/25/20,8/26/20,8/27/20,8/28/20,8/29/20,8/30/20,8/31/20,9/1/20,9/2/20,9/3/20,9/4/20,9/5/20,9/6/20,9/7/20,9/8/20,9/9/20,9/10/20,9/11/20,9/12/20,9/13/20,9/14/20,9/15/20,9/16/20,9/17/20,9/18/20,9/19/20,9/20/20,9/21/20,9/22/20,9/23/20,9/24/20,9/25/20,9/26/20,9/27/20,9/28/20,9/29/20,9/30/20,10/1/20,10/2/20,10/3/20,10/4/20,10/5/20,10/6/20,10/7/20,10/8/20,10/9/20,10/10/20,10/11/20,10/12/20,10/13/20,10/14/20,10/15/20,10/16/20,10/17/20,10/18/20,10/19/20,10/20/20,10/21/20,10/22/20,10/23/20,10/24/20,10/25/20,10/26/20,10/27/20,10/28/20,10/29/20,10/30/20,10/31/20,11/1/20,11/2/20,11/3/20,11/4/20,11/5/20,11/6/20,11/7/20,11/8/20,11/9/20,11/10/20,11/11/20,11/12/20,11/13/20,11/14/20,11/15/20,11/16/20,11/17/20,11/18/20,11/19/20,11/20/20,11/21/20,11/22/20,11/23/20,11/24/20,11/25/20,11/26/20,11/27/20,11/28/20,11/29/20,11/30/20,12/1/20,12/2/20,12/3/20,12/4/20,12/5/20,12/6/20,12/7/20,12/8/20,12/9/20,12/10/20,12/11/20,12/12/20,12/13/20,12/14/20,12/15/20,12/16/20,12/17/20,12/18/20,12/19/20,12/20/20,12/21/20,12/22/20,12/23/20,12/24/20,12/25/20,12/26/20,12/27/20,12/28/20,12/29/20,12/30/20,12/31/20,1/1/21,1/2/21,1/3/21,1/4/21,1/5/21,1/6/21,1/7/21,1/8/21,1/9/21,1/10/21,1/11/21,1/12/21,1/13/21
359,Mankato-New Ulm, MN,-94.25287,44.15355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,7,8,8,8,9,10,10,11,12,14,14,15,15,21,22,25,33,33,34,35,35,35,35,36,37,37,37,37,37,38,39,42,42,43,44,46,47,50,51,57,59,64,69,75,76,79,82,82,94,95,97,98,102,104,114,122,130,136,146,152,165,182,185,191,196,203,210,222,234,239,243,246,249,253,252,254,257,259,259,261,264,268,272,275,277,277,279,284,292,300,320,343,357,373,400,418,460,481,523,540,577,602,628,642,642,666,679,701,723,761,778,810,827,842,863,897,911,925,934,949,961,999,1014,1038,1054,1082,1103,1116,1127,1151,1166,1201,1226,1238,1249,1264,1272,1289,1309,1332,1344,1358,1368,1381,1394,1415,1444,1456,1471,1481,1494,1515,1539,1557,1569,1579,1594,1621,1660,1697,1762,1791,1813,1851,1881,1928,1951,1994,2021,2031,2045,2054,2076,2080,2098,2114,2131,2149,2162,2185,2215,2242,2270,2295,2310,2329,2350,2389,2430,2451,2467,2479,2495,2538,2560,2603,2617,2629,2651,2669,2698,2718,2753,2766,2771,2781,2794,2804,2869,2901,2912,2941,2953,2975,3014,3050,3074,3094,3108,3146,3176,3233,3284,3335,3393,3433,3505,3592,3660,3778,3939,4058,4129,4215,4314,4446,4516,4730,5054,5284,5395,5474,5724,5910,6056,6241,6375,6488,6629,6629,6819,7003,7179,7277,7340,7470,7594,7700,7822,7914,7990,8048,8136,8217,8263,8345,8413,8444,8486,8519,8576,8625,8678,8711,8746,8784,8825,8875,8875,8941,8991,9004,9039,9090,9124,9124,9182,9223,9287,9324,9363,9406,9468,9533,9560,9572,9619,9658
360,Mansfield-Ashland-Bucyrus, OH,-82.55904,40.80441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,6,6,6,8,10,9,12,13,15,17,19,24,29,31,32,37,43,46,52,57,65,67,73,79,83,101,112,106,108,109,112,116,121,123,123,127,131,133,140,147,151,155,157,164,171,184,198,204,213,224,236,247,257,264,268,273,278,284,290,299,300,304,308,312,318,322,327,333,334,336,341,347,355,363,365,375,377,378,381,387,390,396,399,403,405,410,419,425,430,432,439,449,455,468,472,480,486,495,502,508,508,517,525,531,539,543,549,558,564,576,587,599,610,630,648,668,676,682,695,705,717,725,737,745,754,763,767,777,792,814,822,830,841,848,862,897,908,917,922,931,943,951,959,975,983,988,997,1003,1005,1008,1014,1016,1020,1025,1030,1039,1042,1049,1052,1054,1059,1070,1076,1085,1093,1101,1104,1108,1109,1114,1121,1130,1143,1150,1159,1164,1175,1189,1204,1220,1225,1248,1259,1274,1306,1334,1365,1389,1415,1437,1459,1509,1544,1564,1593,1646,1679,1696,1714,1757,1778,1796,1819,1839,1886,1923,1957,2009,2035,2063,2089,2136,2173,2229,2308,2347,2391,2435,2494,2603,2661,2699,2766,2806,2869,2948,3015,3097,3172,3249,3342,3432,3584,3676,3798,3922,4040,4189,4282,4417,4535,4718,4900,5064,5285,5433,5631,5631,6013,6151,6330,6479,6679,6843,7033,7234,7472,7606,7893,8639,8794,9071,9244,9532,9713,9893,10049,10192,10469,10719,10970,11184,11325,11465,11630,11866,11866,12092,12203,12314,12471,12666,12844,12844,13173,13279,13414,13547,13655,13864,14052,14192,14297,14492,14617,14761
361,Marinette-Iron Mountain, WI-MI,-87.90888,45.61518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,3,4,7,7,7,8,9,9,9,9,10,10,10,10,11,11,11,12,12,15,15,15,15,15,17,17,18,20,20,22,22,22,25,25,28,29,29,34,34,34,35,36,38,39,40,40,43,43,45,46,46,47,47,47,48,48,48,48,48,47,47,48,50,50,53,53,54,54,54,55,57,57,58,58,58,58,60,60,60,60,63,66,72,73,75,79,79,82,86,86,97,100,101,110,115,122,127,143,151,159,166,196,203,218,226,238,252,271,287,297,306,319,340,347,352,378,382,409,417,441,461,484,504,515,530,559,579,592,615,645,648,674,715,735,752,758,773,807,815,828,859,866,877,886,893,902,924,933,946,950,959,967,973,986,989,990,1002,1005,1011,1015,1030,1041,1054,1059,1072,1092,1123,1147,1181,1194,1251,1280,1309,1375,1438,1479,1519,1577,1639,1695,1748,1825,1877,1895,1934,1991,2031,2092,2112,2210,2242,2304,2356,2399,2457,2551,2565,2565,2731,2867,2927,3021,3112,3211,3241,3313,3397,3468,3559,3644,3773,3821,3908,4009,4124,4215,4336,4452,4476,4530,4704,4868,4983,5121,5219,5266,5448,5524,5638,5734,5824,5961,5985,6085,6144,6251,6301,6407,6496,6533,6598,6683,6804,6857,6950,7049,7064,7135,7211,7288,7348,7405,7449,7467,7530,7583,7610,7681,7728,7785,7793,7842,7890,7920,7934,7944,8009,8018,8032,8077,8134,8152,8159,8205,8210,8276,8313,8346,8382,8420,8468,8481,8499,8532,8554
362,Martin-Union City, TN,-88.95164,36.33046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,2,3,3,3,3,7,7,8,9,9,10,12,12,14,14,14,14,14,15,17,17,17,17,21,22,28,31,30,30,33,36,37,38,38,41,41,39,39,40,40,40,40,40,40,41,41,41,43,45,46,46,46,47,50,50,50,53,54,54,56,56,56,56,66,69,71,74,78,82,82,79,79,80,84,86,91,93,99,102,104,110,112,113,114,117,118,120,127,136,136,149,154,159,168,176,175,176,177,183,184,187,187,189,198,206,212,231,249,254,263,269,276,300,300,353,369,378,425,459,493,512,548,606,670,687,711,763,793,853,916,967,1016,1042,1070,1101,1148,1196,1238,1268,1306,1324,1358,1387,1416,1438,1489,1499,1508,1540,1567,1603,1633,1651,1671,1684,1705,1807,1847,1871,1888,1905,1907,1917,1953,1970,1980,1984,2029,2042,2074,2114,2151,2170,2205,2206,2218,2257,2295,2332,2360,2396,2412,2418,2454,2492,2514,2554,2584,2650,2682,2724,2770,2785,2810,2843,2882,2900,2949,2980,2987,3027,3059,3070,3093,3117,3145,3241,3264,3349,3368,3390,3448,3465,3484,3516,3519,3564,3568,3605,3616,3638,3719,3781,3846,3876,3906,3943,3995,4068,4160,4222,4236,4335,4409,4464,4506,4562,4599,4608,4650,4696,4730,4828,4864,4934,4979,5022,5051,5076,5110,5169,5242,5279,5362,5405,5455,5507,5601,5696,5760,5867,5959,6041,6041,6189,6256,6283,6346,6383,6383,6490,6516,6538,6602,6650,6713,6713,6841,6874,6887,6938,7019,7105,7144,7176,7212,7231,7263,7279
364,Mayagüez-San Germán, PR,-67.06853,18.08930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,51,51,51,53,55,55,56,57,59,59,59,59,59,60,60,62,62,62,62,62,62,64,66,67,72,72,73,73,73,74,74,75,78,80,81,75,80,80,80,80,80,81,82,83,83,83,84,84,84,84,84,84,85,85,84,85,85,85,87,88,88,88,88,88,88,91,96,96,98,99,102,107,107,107,110,129,132,142,150,153,154,164,175,181,189,195,199,203,210,219,225,228,232,233,238,240,240,251,253,259,266,272,276,282,295,306,313,319,320,326,337,342,344,351,356,356,359,364,368,372,373,373,373,379,380,383,392,395,395,401,401,399,401,402,410,411,411,417,417,419,419,421,422,423,425,427,446,449,452,453,455,462,465,469,492,494,497,500,502,512,516,519,522,528,528,533,536,543,546,550,551,552,556,556,557,569,578,581,581,580,590,590,601,607,610,612,621,629,630,640,648,660,660,661,666,676,695,698,703,704,735,745,755,770,778,781,784,804,817,831,843,854,858,860,875,892,918,917,926,935,943,954,965,984,1004,1015,1023,1030,1047,1062,1068,1077,1090,1094,1094,1123,1150,1171,1189,1193,1200,1211,1225,1231,1243,1261,1262,1330,1331,1338,1355,1360,1364,1380,1383,1390,1401,1433,1447,1455,1461,1469,1469
365,McAllen-Edinburg, TX,-98.24519,26.41290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,7,10,13,20,29,30,40,50,67,84,91,92,106,120,135,146,153,188,197,197,205,224,232,242,249,262,268,275,282,288,297,306,310,315,318,324,333,343,348,349,350,363,363,369,382,391,401,403,408,417,423,433,442,442,457,471,480,490,495,505,506,521,528,542,564,575,593,593,609,621,647,676,723,729,760,792,818,872,914,1000,1082,1082,1177,1265,1421,1567,1674,1823,1823,2059,2261,2509,2960,3196,3375,3388,3892,4140,4703,4994,5343,5621,5621,6168,6276,6625,8339,8339,8339,8732,9045,9057,9808,10459,11854,12305,13625,14149,14219,14601,15295,16148,16712,16790,17404,17474,17849,18159,18798,18812,18812,19247,19732,20724,21194,21651,21682,21902,22361,22680,23031,23061,24174,24217,24435,24456,25275,25585,26017,26510,26536,27063,27772,28569,29230,29712,30032,30032,30190,30320,30451,30690,30960,31507,31516,31745,31904,32065,32254,32254,32570,32577,32701,32797,32999,33324,33653,33894,33928,33941,34122,34377,34549,34762,34965,34971,34971,35086,35248,35416,35644,35857,35857,35857,36082,36274,36483,36627,36833,36837,36840,36983,37102,37277,37525,37670,37656,37656,37656,37835,37835,37835,38466,38504,38516,38646,38828,39047,39240,39365,39368,39407,39567,39769,40077,40296,40497,40527,40533,40731,40907,41114,41163,41388,41413,41430,41597,42056,42740,43441,44177,44177,44273,44273,45808,46631,46678,47290,47306,47403,47579,48160,48799,49538,50065,50110,50117,50117,50635,51347,51405,52107,52142,52166,52619,53158,53636,53686,53709,53759,53816,54227,54670,55080,55492,55547,55547,55648,55952,56361,57086,57844,57922,57922,58016,58464,59218,59791,60531,61387,61422,61473,62011,62648,63350
366,Medford-Grants Pass, OR,-122.89076,42.41921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,6,8,10,13,25,30,31,32,39,39,39,46,46,55,55,60,60,61,64,66,66,66,66,67,68,68,68,67,67,67,67,68,69,69,69,69,69,70,70,71,71,73,73,73,73,73,73,73,75,75,75,75,75,75,76,77,79,77,80,81,82,86,85,90,90,88,88,89,91,91,91,92,92,92,94,94,94,100,99,101,101,104,105,107,111,111,111,113,116,117,118,120,119,126,127,137,141,147,150,172,184,199,204,208,211,218,218,228,235,236,238,251,261,268,281,288,308,314,321,332,343,348,360,375,386,396,423,433,450,473,490,501,518,529,547,560,575,580,588,610,627,645,672,680,698,716,742,768,785,803,824,837,864,879,899,916,930,947,959,965,979,996,1015,1032,1053,1066,1075,1092,1101,1110,1117,1128,1145,1145,1161,1174,1187,1201,1217,1222,1243,1259,1285,1304,1320,1337,1346,1359,1374,1394,1421,1441,1460,1469,1488,1497,1523,1540,1571,1593,1600,1616,1632,1662,1684,1701,1726,1748,1767,1776,1813,1813,1879,1913,1936,1951,1976,2011,2066,2138,2153,2188,2205,2277,2329,2403,2492,2579,2654,2697,2754,2806,2931,3027,3147,3187,3248,3309,3437,3539,3641,3719,3787,3879,3944,4061,4061,4154,4291,4362,4436,4518,4595,4607,4817,4937,5043,5084,5215,5284,5356,5472,5580,5679,5736,5832,5922,6024,6127,6219,6281,6356,6427,6485,6544,6544,6610,6736,6810,6860,6945,7077,7077,7225,7367,7422,7513,7561,7637,7779,7956,8011,8088,8187,8307
368,Memphis-Forrest City, TN-MS-AR,-89.91918,35.12714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,3,6,12,10,59,99,131,180,230,283,331,394,503,537,600,695,856,880,949,1033,1080,1178,1265,1387,1497,1576,1670,1811,1879,1897,2086,2083,2296,2416,2517,2559,2569,2674,2746,2848,3068,3109,3172,3241,3332,3442,3525,3738,3818,3848,3979,4061,4118,4213,4460,4797,4921,4992,5078,5180,5287,5347,5488,5612,5640,5997,6163,6296,6425,6569,6671,6799,6943,7112,7298,7326,7343,7751,7900,8071,8243,8482,8562,8747,8915,9048,9228,9367,9501,9761,9991,10188,10370,10497,10857,10986,11186,11534,11804,12128,12466,12928,13168,13242,13905,14307,14730,15271,15782,16332,16613,16830,17241,17713,18104,18475,18875,19177,19863,20268,20836,21415,21839,22566,22956,23312,23684,23968,24485,24974,25338,25813,26213,26930,27601,28351,29029,29700,30117,30425,30835,31224,31669,32276,32714,33133,33458,33676,33943,34230,34652,34935,35256,35399,35637,36030,36298,36633,36829,37240,37456,37665,38040,38333,38625,38923,39126,39331,39464,39662,40006,40169,40414,40670,40901,41016,41196,41578,41814,42010,42135,42460,42686,43146,43364,43666,43853,44190,44335,44473,44730,44896,45155,45409,45677,45811,45954,46141,46329,46468,46642,46834,47134,47502,47724,47975,48262,48466,48740,49209,49425,49709,50058,50291,50701,51000,51536,51882,52271,52622,53540,53943,54661,55180,55538,56000,56392,56866,57143,57291,58018,58189,58607,59180,59454,60089,60783,61722,62063,62594,63101,63682,64455,65337,66374,66734,67465,68015,68550,69286,69904,70376,70574,71125,71783,72484,73451,74061,74882,75595,76284,76906,77823,78475,79063,79791,80521,81606,82155,83489,84461,85758,87002,87999,89631,90612,91661,91862,93649,94766,95371,96332,97345,97612,99398,99869,100441,101039,102217,103117,103397,105762,106405,107019,107870,108897,109909,111067,112095,113143,113837,114609,115464
370,Miami-Port St. Lucie-Fort Lauderdale, FL,-80.52356,25.99567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,4,8,15,33,54,54,101,167,228,299,397,530,651,774,905,1332,1631,2191,2451,3311,4019,4130,5265,6009,6830,7273,7906,8690,9263,9820,10530,11125,12056,12771,13154,13697,14136,15092,15521,16005,16512,17068,17310,18121,18675,18838,19346,19715,20148,20329,20586,21190,21594,21853,22439,22762,23072,23532,23665,24133,24460,24675,25212,25414,25857,26341,26818,27275,27754,27950,28180,28880,29226,29572,29852,30294,30570,30701,31015,31661,32114,32479,32837,33110,33757,34482,35122,35789,36390,36861,37417,38090,38849,39830,41228,42065,42788,44143,45298,46630,47959,49579,50989,51891,53194,55135,56812,59911,62786,66159,68570,71329,73496,77335,81197,86047,90887,94109,97474,102341,106237,111156,116089,122840,128798,132908,137458,143134,147806,153074,158483,163838,168705,173451,178428,184439,190507,195351,200230,205054,209932,214785,219244,224185,227397,229344,231386,233460,236560,239567,242930,245395,247554,250251,255246,258017,260859,263687,265345,266650,268254,270011,271957,274003,275574,276843,277933,279115,280457,281648,283272,284437,285360,286054,289945,290564,291586,292513,293504,294245,294814,295500,296182,296934,297919,298757,299409,299879,300709,301514,302500,303410,304556,305335,305867,306609,307393,308171,309127,309931,310507,310615,311743,312291,313209,314114,314936,315602,316004,316705,317575,318495,319274,319274,321249,321702,322550,323466,324496,325631,326872,327835,328499,329635,330313,332231,333552,335099,335997,337455,339035,340792,342442,344489,345309,347414,349336,351207,352761,355594,357784,359526,362616,364064,365149,366827,369127,372467,374411,379161,381106,384475,387637,391262,395084,398727,401847,404697,408011,411595,411595,418587,421384,424674,427968,431618,435665,439998,444452,448644,452284,455714,459295,463093,467369,471462,475236,478978,482450,485942,490397,495242,500244,504530,508067,512204,516119,520037,524427,524427,530456,533467,536949,541604,546677,552591,552591,563596,566798,571401,576815,582709,589515,596485,601846,606420,610846,616020,620744
372,Midland-Odessa, TX,-102.26474,31.87903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,4,7,8,13,16,21,27,28,29,45,45,51,52,59,62,72,72,73,77,77,79,83,87,98,102,102,103,126,128,131,138,139,140,145,152,155,159,159,162,165,175,177,179,187,197,199,199,203,210,215,220,222,232,237,237,240,249,256,256,256,271,273,278,280,281,281,286,286,286,296,307,319,334,345,345,345,378,394,404,424,442,442,443,486,501,557,592,653,653,654,783,858,937,983,1080,1080,1083,1225,1276,1421,1507,1508,1508,1508,1892,1943,2147,2199,2364,2364,2364,2590,2664,2837,2881,2994,2994,3957,3959,4350,4435,4665,4666,4666,5038,5171,5251,5425,5511,5511,5511,5511,5848,6021,6135,6178,6178,6178,6318,6467,6522,6627,6724,6726,6726,6829,6911,6977,7037,7157,7159,7159,7221,7324,7370,7452,7527,7527,7527,7584,7634,7697,7733,7789,7789,7789,7789,7865,7910,7928,7970,7970,7970,8017,8084,8124,8178,8229,8229,8229,8314,8377,8440,8505,8569,8569,8569,8687,8807,8872,8894,8985,8986,8986,9153,9236,9326,9378,9530,9531,9531,9603,9777,9911,10037,10141,10142,10142,10361,10584,10770,10947,11090,11093,11093,11546,11631,11843,12048,12179,12180,12238,12354,12954,13079,13267,13394,13400,13400,13828,14195,14205,14362,14839,14842,14842,15013,15033,15038,15048,15054,15068,15075,15527,16004,16481,16481,16521,16527,16529,17040,17330,17704,17976,18266,18272,18276,19049,19058,19266,19443,19626,19630,19631,19771,19908,21459,21577,21570,21602,21606,21876,22886,23165,23175,23173,23178,23179,23257,23571,23571,23575,23586,23586,23588,23588,24149,24159,24527,24535,24537,24537,24539,25289,25439
376,Milwaukee-Racine-Waukesha, WI,-88.15662,43.02649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,10,10,17,29,56,84,127,168,248,276,322,428,471,555,713,793,825,947,1042,1157,1349,1349,1559,1641,1731,1832,1949,2080,2177,2258,2304,2388,2493,2605,2706,2784,2886,2937,3001,3097,3204,3292,3447,3586,3647,3746,3878,4056,4227,4367,4513,4614,4755,4908,5077,5285,5484,5630,5745,5843,6029,6292,6571,6918,7153,7245,7367,7765,8055,8393,8732,9043,9253,9440,9897,10236,10803,11179,11304,11395,11647,12001,12357,12596,12800,12954,13067,13198,13362,13547,13682,13827,13939,14036,14179,14296,14535,14680,14857,14988,15107,15201,15414,15606,15809,16054,16223,16367,16603,16829,17068,17328,17700,17976,18191,18417,18713,19096,19520,20017,20381,20651,21121,21561,22094,22619,23133,23596,24014,24716,25102,25740,26348,26876,27394,27721,28127,28577,29138,29542,30156,30578,30772,31150,31524,31911,32456,33068,33353,33568,33927,34090,34617,35138,35542,35887,36110,36110,36683,37077,37492,37868,37994,38163,38395,38692,39027,39379,39680,39862,39951,40227,40424,40639,41156,41409,41602,41718,41919,42162,42536,42853,43218,43570,43690,44113,44492,44999,45638,46200,46617,46947,47477,47876,48550,49198,49960,50550,50855,51492,51922,52663,53470,54139,54631,54886,55412,56019,56906,57724,58354,59010,59461,60766,61802,62899,63845,63845,63845,70232,72023,73607,74497,76119,77670,78974,79695,81745,83159,84863,86640,88894,89959,91004,93135,95446,97843,100022,102487,103948,105666,108379,110974,113894,117154,119194,121204,122514,125768,129265,132501,135238,138052,139253,140637,143333,145851,148146,148891,150772,152349,153377,155406,157160,159143,161219,163655,164707,165629,167668,169293,171199,172921,174736,175944,176842,179086,180148,181821,183267,185072,185751,186214,187546,188756,190127,190620,190866,191740,192454,193736,194895,196381,197051,197617,198417,198903,200800,202487,204340,205793,206997,207635,208298,209676,210855
378,Minneapolis-St. Paul, MN-WI,-93.38274,45.02357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,6,9,10,20,20,49,53,64,74,93,105,125,185,211,226,257,293,327,366,421,453,489,520,547,585,633,665,715,773,829,887,959,1099,1100,1122,1238,1239,1446,1539,1612,1685,1746,1832,1946,2060,2187,2272,2406,2612,2856,3156,3500,3894,4223,4620,5120,5773,6370,6979,7545,7947,8371,8951,9326,9723,10430,11050,11680,12259,12812,13370,13821,14470,15180,15829,16413,16968,17266,17631,18119,18625,19177,19464,19690,20007,20290,20809,21221,21500,21750,21986,22222,22561,22932,23243,23502,23710,23861,24092,24365,24631,24920,25238,25474,25646,25836,26109,26454,26749,27117,27366,27701,28012,28397,28720,28732,29118,29501,29918,30284,30725,31222,31827,32408,32772,33066,33490,33979,34466,34829,35431,35640,36402,36825,37441,38076,38695,39397,39914,40305,40918,41480,42088,42661,43286,43818,44321,44858,45553,46008,46739,47397,47937,48191,48555,49069,49607,50175,50788,51269,51567,52026,52579,53235,53822,54436,55018,55340,55743,56604,57245,57961,58634,59133,59417,59996,60723,61368,62007,62476,62922,63183,63354,63593,63911,64507,64991,65468,65735,66551,66588,67220,67808,68571,69203,69513,69881,70472,71214,72116,72799,73407,73913,74367,74926,75690,76587,77236,77888,78552,79159,79882,80794,81807,82816,83723,84563,85458,86235,87550,88616,89739,91229,91963,92641,93558,94658,96294,97455,98579,100044,101289,103154,105345,107441,108819,111015,113698,116291,119123,122844,126140,130440,133558,137353,140678,145757,149917,156073,160683,165899,169910,173569,178764,183393,187597,192106,196322,200794,205082,205216,208614,214653,220936,224934,227286,230863,235077,238662,242925,246794,250858,253180,256396,258717,261412,264517,266887,269060,270969,272575,274414,276278,278214,280185,281592,282943,284028,285306,285328,286745,288696,289450,290081,291474,292948,293017,294788,296850,299014,300181,301849,303258,304981,306821,308445,309204,310148,311079
